2023-12-11 13:33:39 INFO  GraphReader:54 - graphs/twitter.graph. Nodes: 2731, Edges: 164629
2023-12-11 13:33:40 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 682 ] [ Color: 1, Count: 683 ] [ Color: 2, Count: 683 ] [ Color: 3, Count: 683 ] 
2023-12-11 13:33:40 INFO  Jabeja:254 - round: 0, edge cut:90589, swaps: 2673, migrations: 1804
2023-12-11 13:33:40 INFO  Jabeja:254 - round: 1, edge cut:69746, swaps: 5203, migrations: 1927
2023-12-11 13:33:40 INFO  Jabeja:254 - round: 2, edge cut:58941, swaps: 7652, migrations: 2016
2023-12-11 13:33:41 INFO  Jabeja:254 - round: 3, edge cut:52290, swaps: 10031, migrations: 1988
2023-12-11 13:33:41 INFO  Jabeja:254 - round: 4, edge cut:48963, swaps: 12364, migrations: 2021
2023-12-11 13:33:41 INFO  Jabeja:254 - round: 5, edge cut:47532, swaps: 14706, migrations: 2026
2023-12-11 13:33:41 INFO  Jabeja:254 - round: 6, edge cut:46360, swaps: 17069, migrations: 2023
2023-12-11 13:33:41 INFO  Jabeja:254 - round: 7, edge cut:45317, swaps: 19395, migrations: 2025
2023-12-11 13:33:42 INFO  Jabeja:254 - round: 8, edge cut:45087, swaps: 21700, migrations: 2037
2023-12-11 13:33:42 INFO  Jabeja:254 - round: 9, edge cut:44586, swaps: 24040, migrations: 2034
2023-12-11 13:33:42 INFO  Jabeja:254 - round: 10, edge cut:44274, swaps: 26317, migrations: 2037
2023-12-11 13:33:42 INFO  Jabeja:254 - round: 11, edge cut:43893, swaps: 28628, migrations: 2039
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 12, edge cut:43588, swaps: 30925, migrations: 2037
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 13, edge cut:43620, swaps: 33199, migrations: 2033
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 14, edge cut:43625, swaps: 35454, migrations: 2025
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 15, edge cut:43746, swaps: 37714, migrations: 2042
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 16, edge cut:43562, swaps: 40011, migrations: 2035
2023-12-11 13:33:43 INFO  Jabeja:254 - round: 17, edge cut:43265, swaps: 42282, migrations: 2040
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 18, edge cut:43254, swaps: 44566, migrations: 2037
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 19, edge cut:43331, swaps: 46844, migrations: 2040
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 20, edge cut:43200, swaps: 49122, migrations: 2032
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 21, edge cut:43215, swaps: 51394, migrations: 2040
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 22, edge cut:43376, swaps: 53653, migrations: 2046
2023-12-11 13:33:44 INFO  Jabeja:254 - round: 23, edge cut:43360, swaps: 55954, migrations: 2043
2023-12-11 13:33:45 INFO  Jabeja:254 - round: 24, edge cut:43216, swaps: 58258, migrations: 2043
2023-12-11 13:33:45 INFO  Jabeja:254 - round: 25, edge cut:43146, swaps: 60543, migrations: 2038
2023-12-11 13:33:45 INFO  Jabeja:254 - round: 26, edge cut:43210, swaps: 62792, migrations: 2028
2023-12-11 13:33:45 INFO  Jabeja:254 - round: 27, edge cut:43162, swaps: 65088, migrations: 2031
2023-12-11 13:33:46 INFO  Jabeja:254 - round: 28, edge cut:43237, swaps: 67346, migrations: 2048
2023-12-11 13:33:46 INFO  Jabeja:254 - round: 29, edge cut:43281, swaps: 69625, migrations: 2045
2023-12-11 13:33:46 INFO  Jabeja:254 - round: 30, edge cut:43273, swaps: 71893, migrations: 2031
2023-12-11 13:33:46 INFO  Jabeja:254 - round: 31, edge cut:43523, swaps: 74181, migrations: 2037
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 32, edge cut:43441, swaps: 76450, migrations: 2031
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 33, edge cut:43485, swaps: 78719, migrations: 2027
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 34, edge cut:43336, swaps: 81001, migrations: 2018
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 35, edge cut:43260, swaps: 83310, migrations: 2033
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 36, edge cut:43313, swaps: 85594, migrations: 2034
2023-12-11 13:33:47 INFO  Jabeja:254 - round: 37, edge cut:43259, swaps: 87861, migrations: 2039
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 38, edge cut:43524, swaps: 90160, migrations: 2043
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 39, edge cut:43425, swaps: 92455, migrations: 2028
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 40, edge cut:43338, swaps: 94762, migrations: 2024
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 41, edge cut:43144, swaps: 97041, migrations: 2028
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 42, edge cut:43022, swaps: 99309, migrations: 2030
2023-12-11 13:33:48 INFO  Jabeja:254 - round: 43, edge cut:43181, swaps: 101596, migrations: 2022
